11_0_0_0_0	36
10_1_1_0_0	41
10_2_1_0_0	46
10_3_1_0_0	51
10_4_1_0_0	56
10_5_1_0_0	61
10_6_1_0_0	66
10_7_1_0_0	71
10_8_1_0_0	76
10_9_1_0_0	81
10_10_1_0_0	86
10_0_0_0_0	30
9_1_1_0_0	35
9_2_1_0_0	39
9_3_1_0_0	44
9_4_1_0_0	48
9_5_1_0_0	53
9_6_1_0_0	57
9_7_1_0_0	62
9_8_1_0_0	66
9_9_1_0_0	71
9_10_1_0_0	75
9_0_0_0_0	25
8_1_1_0_0	29
8_2_1_0_0	33
8_3_1_0_0	37
8_4_1_0_0	41
8_5_1_0_0	45
8_6_1_0_0	49
8_7_1_0_0	53
8_8_1_0_0	57
8_9_1_0_0	61
8_10_1_0_0	65
8_0_0_0_0	20
7_1_1_0_0	24
7_2_1_0_0	27
7_3_1_0_0	31
7_4_1_0_0	34
7_5_1_0_0	38
7_6_1_0_0	41
7_7_1_0_0	45
7_8_1_0_0	48
7_9_1_0_0	52
7_10_1_0_0	55
7_0_0_0_0	16
6_1_1_0_0	19
6_2_1_0_0	22
6_3_1_0_0	25
6_4_1_0_0	28
6_5_1_0_0	31
6_6_1_0_0	34
6_7_1_0_0	37
6_8_1_0_0	40
6_9_1_0_0	43
6_10_1_0_0	46
6_0_0_0_0	12
5_1_1_0_0	15
5_2_1_0_0	17
5_3_1_0_0	20
5_4_1_0_0	22
5_5_1_0_0	25
5_6_1_0_0	27
5_7_1_0_0	30
5_8_1_0_0	32
5_9_1_0_0	35
5_10_1_0_0	37
5_0_0_0_0	9
4_1_1_0_0	11
4_2_1_0_0	13
4_3_1_0_0	15
4_4_1_0_0	17
4_5_1_0_0	19
4_6_1_0_0	21
4_7_1_0_0	23
4_8_1_0_0	25
4_9_1_0_0	27
4_10_1_0_0	29
4_0_0_0_0	6
3_1_1_0_0	8
3_2_1_0_0	9
3_3_1_0_0	11
3_4_1_0_0	12
3_5_1_0_0	14
3_6_1_0_0	15
3_7_1_0_0	17
3_8_1_0_0	18
3_9_1_0_0	20
3_10_1_0_0	21
3_0_0_0_0	4
2_1_1_0_0	5
2_2_1_0_0	6
2_3_1_0_0	7
2_4_1_0_0	8
2_5_1_0_0	9
2_6_1_0_0	10
2_7_1_0_0	11
2_8_1_0_0	12
2_9_1_0_0	13
2_10_1_0_0	14
2_0_0_0_0	2
1_1_1_0_0	3
1_2_1_0_0	3
1_3_1_0_0	4
1_4_1_0_0	4
1_5_1_0_0	5
1_6_1_0_0	5
1_7_1_0_0	6
1_8_1_0_0	6
1_9_1_0_0	7
1_10_1_0_0	7
1_0_0_0_0	1
1_10_1_1_0	8
1_10_1_2_0	9
1_10_1_3_0	10
1_10_1_4_0	11
1_10_1_5_0	12
1_10_1_6_0	13
1_10_1_7_0	14
1_10_1_8_0	15
1_10_1_9_0	16
1_10_1_10_0	17
1_9_1_1_0	7
1_9_1_2_0	9
1_9_1_3_0	9
1_9_1_4_0	11
1_9_1_5_0	11
1_9_1_6_0	13
1_9_1_7_0	13
1_9_1_8_0	15
1_9_1_9_0	15
1_9_1_10_0	17
1_8_1_1_0	7
1_8_1_2_0	8
1_8_1_3_0	9
1_8_1_4_0	10
1_8_1_5_0	11
1_8_1_6_0	12
1_8_1_7_0	13
1_8_1_8_0	14
1_8_1_9_0	15
1_8_1_10_0	16
1_7_1_1_0	6
1_7_1_2_0	8
1_7_1_3_0	8
1_7_1_4_0	10
1_7_1_5_0	10
1_7_1_6_0	12
1_7_1_7_0	12
1_7_1_8_0	14
1_7_1_9_0	14
1_7_1_10_0	16
1_6_1_1_0	6
1_6_1_2_0	7
1_6_1_3_0	8
1_6_1_4_0	9
1_6_1_5_0	10
1_6_1_6_0	11
1_6_1_7_0	12
1_6_1_8_0	13
1_6_1_9_0	14
1_6_1_10_0	15
1_5_1_1_0	5
1_5_1_2_0	7
1_5_1_3_0	7
1_5_1_4_0	9
1_5_1_5_0	9
1_5_1_6_0	11
1_5_1_7_0	11
1_5_1_8_0	13
1_5_1_9_0	13
1_5_1_10_0	15
1_4_1_1_0	5
1_4_1_2_0	6
1_4_1_3_0	7
1_4_1_4_0	8
1_4_1_5_0	9
1_4_1_6_0	10
1_4_1_7_0	11
1_4_1_8_0	12
1_4_1_9_0	13
1_4_1_10_0	14
1_3_1_1_0	4
1_3_1_2_0	6
1_3_1_3_0	6
1_3_1_4_0	8
1_3_1_5_0	8
1_3_1_6_0	10
1_3_1_7_0	10
1_3_1_8_0	12
1_3_1_9_0	12
1_3_1_10_0	14
1_2_1_1_0	4
1_2_1_2_0	5
1_2_1_3_0	6
1_2_1_4_0	7
1_2_1_5_0	8
1_2_1_6_0	9
1_2_1_7_0	10
1_2_1_8_0	11
1_2_1_9_0	12
1_2_1_10_0	13
1_1_1_1_0	3
1_1_1_2_0	5
1_1_1_3_0	5
1_1_1_4_0	7
1_1_1_5_0	7
1_1_1_6_0	9
1_1_1_7_0	9
1_1_1_8_0	11
1_1_1_9_0	11
1_1_1_10_0	13
2_1_0_0_0	3
2_2_0_0_0	4
2_3_0_0_0	5
2_4_0_0_0	6
2_5_0_0_0	7
2_6_0_0_0	8
2_7_0_0_0	9
2_8_0_0_0	10
2_9_0_0_0	11
2_10_0_0_0	12
10_1_0_0_0	35
10_2_0_0_0	40
10_3_0_0_0	45
10_4_0_0_0	50
10_5_0_0_0	55
10_6_0_0_0	60
10_7_0_0_0	65
10_8_0_0_0	70
10_9_0_0_0	75
10_10_0_0_0	80
9_1_0_0_0	29
9_2_0_0_0	34
9_3_0_0_0	38
9_4_0_0_0	43
9_5_0_0_0	47
9_6_0_0_0	52
9_7_0_0_0	56
9_8_0_0_0	61
9_9_0_0_0	65
9_10_0_0_0	70
8_1_0_0_0	24
8_2_0_0_0	28
8_3_0_0_0	32
8_4_0_0_0	36
8_5_0_0_0	40
8_6_0_0_0	44
8_7_0_0_0	48
8_8_0_0_0	52
8_9_0_0_0	56
8_10_0_0_0	60
7_1_0_0_0	19
7_2_0_0_0	23
7_3_0_0_0	26
7_4_0_0_0	30
7_5_0_0_0	33
7_6_0_0_0	37
7_7_0_0_0	40
7_8_0_0_0	44
7_9_0_0_0	47
7_10_0_0_0	51
6_1_0_0_0	15
6_2_0_0_0	18
6_3_0_0_0	21
6_4_0_0_0	24
6_5_0_0_0	27
6_6_0_0_0	30
6_7_0_0_0	33
6_8_0_0_0	36
6_9_0_0_0	39
6_10_0_0_0	42
5_1_0_0_0	11
5_2_0_0_0	14
5_3_0_0_0	16
5_4_0_0_0	19
5_5_0_0_0	21
5_6_0_0_0	24
5_7_0_0_0	26
5_8_0_0_0	29
5_9_0_0_0	31
5_10_0_0_0	34
4_1_0_0_0	8
4_2_0_0_0	10
4_3_0_0_0	12
4_4_0_0_0	14
4_5_0_0_0	16
4_6_0_0_0	18
4_7_0_0_0	20
4_8_0_0_0	22
4_9_0_0_0	24
4_10_0_0_0	26
3_1_0_0_0	5
3_2_0_0_0	7
3_3_0_0_0	8
3_4_0_0_0	10
3_5_0_0_0	11
3_6_0_0_0	13
3_7_0_0_0	14
3_8_0_0_0	16
3_9_0_0_0	17
3_10_0_0_0	19
1_1_0_0_0	1
1_2_0_0_0	2
1_3_0_0_0	2
1_4_0_0_0	3
1_5_0_0_0	3
1_6_0_0_0	4
1_7_0_0_0	4
1_8_0_0_0	5
1_9_0_0_0	5
1_10_0_0_0	6
1_1_2_0_0	4
1_1_3_0_0	7
1_1_4_0_0	9
1_1_5_0_0	13
1_1_6_0_0	16
1_1_7_0_0	21
1_1_8_0_0	25
1_1_9_0_0	31
1_2_2_0_0	5
1_2_3_0_0	7
1_2_4_0_0	10
1_2_5_0_0	13
1_2_6_0_0	17
1_2_7_0_0	21
1_2_8_0_0	26
1_2_9_0_0	31
1_3_2_0_0	5
1_3_3_0_0	8
1_3_4_0_0	10
1_3_5_0_0	14
1_3_6_0_0	17
1_3_7_0_0	22
1_3_8_0_0	26
1_3_9_0_0	32
1_4_2_0_0	6
1_4_3_0_0	8
1_4_4_0_0	11
1_4_5_0_0	14
1_4_6_0_0	18
1_4_7_0_0	22
1_4_8_0_0	27
1_4_9_0_0	32
1_5_2_0_0	6
1_5_3_0_0	9
1_5_4_0_0	11
1_5_5_0_0	15
1_5_6_0_0	18
1_5_7_0_0	23
1_5_8_0_0	27
1_5_9_0_0	33
1_6_2_0_0	7
1_6_3_0_0	9
1_6_4_0_0	12
1_6_5_0_0	15
1_6_6_0_0	19
1_6_7_0_0	23
1_6_8_0_0	28
1_6_9_0_0	33
1_7_2_0_0	7
1_7_3_0_0	10
1_7_4_0_0	12
1_7_5_0_0	16
1_7_6_0_0	19
1_7_7_0_0	24
1_7_8_0_0	28
1_7_9_0_0	34
1_8_2_0_0	8
1_8_3_0_0	10
1_8_4_0_0	13
1_8_5_0_0	16
1_8_6_0_0	20
1_8_7_0_0	24
1_8_8_0_0	29
1_8_9_0_0	34
1_9_2_0_0	8
1_9_3_0_0	11
1_9_4_0_0	13
1_9_5_0_0	17
1_9_6_0_0	20
1_9_7_0_0	25
1_9_8_0_0	29
1_9_9_0_0	35
2_1_2_0_0	7
2_1_3_0_0	10
2_1_4_0_0	13
2_1_5_0_0	17
2_1_6_0_0	21
2_1_7_0_0	26
2_1_8_0_0	31
2_1_9_0_0	37
2_2_2_0_0	8
2_2_3_0_0	11
2_2_4_0_0	14
2_2_5_0_0	18
2_2_6_0_0	22
2_2_7_0_0	27
2_2_8_0_0	32
2_2_9_0_0	38
2_3_2_0_0	9
2_3_3_0_0	12
2_3_4_0_0	15
2_3_5_0_0	19
2_3_6_0_0	23
2_3_7_0_0	28
2_3_8_0_0	33
2_3_9_0_0	39
2_4_2_0_0	10
2_4_3_0_0	13
2_4_4_0_0	16
2_4_5_0_0	20
2_4_6_0_0	24
2_4_7_0_0	29
2_4_8_0_0	34
2_4_9_0_0	40
2_5_2_0_0	11
2_5_3_0_0	14
2_5_4_0_0	17
2_5_5_0_0	21
2_5_6_0_0	25
2_5_7_0_0	30
2_5_8_0_0	35
2_5_9_0_0	41
2_6_2_0_0	12
2_6_3_0_0	15
2_6_4_0_0	18
2_6_5_0_0	22
2_6_6_0_0	26
2_6_7_0_0	31
2_6_8_0_0	36
2_6_9_0_0	42
2_7_2_0_0	13
2_7_3_0_0	16
2_7_4_0_0	19
2_7_5_0_0	23
2_7_6_0_0	27
2_7_7_0_0	32
2_7_8_0_0	37
2_7_9_0_0	43
2_8_2_0_0	14
2_8_3_0_0	17
2_8_4_0_0	20
2_8_5_0_0	24
2_8_6_0_0	28
2_8_7_0_0	33
2_8_8_0_0	38
2_8_9_0_0	44
2_9_2_0_0	15
2_9_3_0_0	18
2_9_4_0_0	21
2_9_5_0_0	25
2_9_6_0_0	29
2_9_7_0_0	34
2_9_8_0_0	39
2_9_9_0_0	45
12_0_0_0_0	42
3_1_2_0_0	10
3_1_3_0_0	14
3_1_4_0_0	17
3_1_5_0_0	22
3_1_6_0_0	26
3_1_7_0_0	32
3_1_8_0_0	37
3_1_9_0_0	44
3_2_2_0_0	12
3_2_3_0_0	15
3_2_4_0_0	19
3_2_5_0_0	23
3_2_6_0_0	28
3_2_7_0_0	33
3_2_8_0_0	39
3_2_9_0_0	45
3_3_2_0_0	13
3_3_3_0_0	17
3_3_4_0_0	20
3_3_5_0_0	25
3_3_6_0_0	29
3_3_7_0_0	35
3_3_8_0_0	40
3_3_9_0_0	47
3_4_2_0_0	15
3_4_3_0_0	18
3_4_4_0_0	22
3_4_5_0_0	26
3_4_6_0_0	31
3_4_7_0_0	36
3_4_8_0_0	42
3_4_9_0_0	48
3_5_2_0_0	16
